3860.0 0.000777456
3870.0 0.00206149
3880.0 0.00470105
3890.0 0.00931787
3900.0 0.0167107
3910.0 0.0269982
3920.0 0.0402243
3930.0 0.0569512
3940.0 0.0768975
3950.0 0.101402
3960.0 0.131216
3970.0 0.164732
3980.0 0.201022
3990.0 0.236511
4000.0 0.26836
4010.0 0.296545
4020.0 0.319992
4030.0 0.344161
4040.0 0.371982
4050.0 0.403472
4060.0 0.438702
4070.0 0.474384
4080.0 0.504712
4090.0 0.52763
4100.0 0.540441
4110.0 0.54416
4120.0 0.546012
4130.0 0.547942
4140.0 0.554133
4150.0 0.567225
4160.0 0.587845
4170.0 0.616747
4180.0 0.64649
4190.0 0.671383
4200.0 0.691066
4210.0 0.700536
4220.0 0.698661
4230.0 0.688869
4240.0 0.677707
4250.0 0.668016
4260.0 0.662765
4270.0 0.663376
4280.0 0.674342
4290.0 0.690087
4300.0 0.711796
4310.0 0.737583
4320.0 0.757674
4330.0 0.776766
4340.0 0.788818
4350.0 0.793305
4360.0 0.790944
4370.0 0.786457
4380.0 0.779321
4390.0 0.775753
4400.0 0.771146
4410.0 0.772912
4420.0 0.777449
4430.0 0.788186
4440.0 0.798095
4450.0 0.810996
4460.0 0.822386
4470.0 0.832366
4480.0 0.839859
4490.0 0.846396
4500.0 0.846291
4510.0 0.84817
4520.0 0.846631
4530.0 0.848008
4540.0 0.846632
4550.0 0.848479
4560.0 0.847821
4570.0 0.853204
4580.0 0.856959
4590.0 0.85927
4600.0 0.865903
4610.0 0.867627
4620.0 0.868801
4630.0 0.870746
4640.0 0.873051
4650.0 0.873855
4660.0 0.872964
4670.0 0.875072
4680.0 0.875814
4690.0 0.877407
4700.0 0.87825
4710.0 0.880301
4720.0 0.882942
4730.0 0.885343
4740.0 0.887271
4750.0 0.890259
4760.0 0.889876
4770.0 0.891303
4780.0 0.891027
4790.0 0.889239
4800.0 0.89085
4810.0 0.890582
4820.0 0.887719
4830.0 0.889011
4840.0 0.887906
4850.0 0.887892
4860.0 0.89027
4870.0 0.890591
4880.0 0.893289
4890.0 0.895334
4900.0 0.897403
4910.0 0.897905
4920.0 0.901156
4930.0 0.903885
4940.0 0.905273
4950.0 0.906278
4960.0 0.907435
4970.0 0.907703
4980.0 0.908071
4990.0 0.907266
5000.0 0.908194
5010.0 0.907511
5020.0 0.906915
5030.0 0.905197
5040.0 0.905654
5050.0 0.905603
5060.0 0.904435
5070.0 0.903373
5080.0 0.901965
5090.0 0.900888
5100.0 0.900625
5110.0 0.901016
5120.0 0.898576
5130.0 0.897272
5140.0 0.897
5150.0 0.898655
5160.0 0.897853
5170.0 0.896328
5180.0 0.895096
5190.0 0.893413
5200.0 0.891987
5210.0 0.890156
5220.0 0.886735
5230.0 0.884665
5240.0 0.881188
5250.0 0.878978
5260.0 0.872945
5270.0 0.869334
5280.0 0.865497
5290.0 0.861624
5300.0 0.858158
5310.0 0.854597
5320.0 0.850842
5330.0 0.850652
5340.0 0.848282
5350.0 0.844416
5360.0 0.840726
5370.0 0.835624
5380.0 0.82855
5390.0 0.816892
5400.0 0.804521
5410.0 0.789735
5420.0 0.779454
5430.0 0.771049
5440.0 0.765428
5450.0 0.763084
5460.0 0.756297
5470.0 0.721593
5480.0 0.6393
5490.0 0.503352
5500.0 0.343588
5510.0 0.210965
5520.0 0.122953
5530.0 0.0704154
5540.0 0.0412271
5550.0 0.0242979
5560.0 0.0147559
5570.0 0.00921751
5580.0 0.00585081
5590.0 0.00380475
5600.0 0.00251675
5610.0 0.00168596
5620.0 0.00116141
5630.0 0.000807014
5640.0 0.000564009
