3010.0 0.000436429
3020.0 0.00107115
3030.0 0.00241482
3040.0 0.00492073
3050.0 0.00918699
3060.0 0.015997
3070.0 0.0266606
3080.0 0.0418874
3090.0 0.0612458
3100.0 0.0869503
3110.0 0.116489
3120.0 0.148216
3130.0 0.183195
3140.0 0.216414
3150.0 0.253205
3160.0 0.289181
3170.0 0.327104
3180.0 0.360401
3190.0 0.392907
3200.0 0.422229
3210.0 0.451061
3220.0 0.478966
3230.0 0.499665
3240.0 0.522742
3250.0 0.549201
3260.0 0.566494
3270.0 0.583534
3280.0 0.607113
3290.0 0.625241
3300.0 0.640618
3310.0 0.656237
3320.0 0.666523
3330.0 0.679321
3340.0 0.684218
3350.0 0.693884
3360.0 0.706691
3370.0 0.712832
3380.0 0.724341
3390.0 0.729916
3400.0 0.742319
3410.0 0.746932
3420.0 0.754139
3430.0 0.755727
3440.0 0.75808
3450.0 0.759993
3460.0 0.759606
3470.0 0.763548
3480.0 0.765113
3490.0 0.76715
3500.0 0.763683
3510.0 0.777001
3520.0 0.778229
3530.0 0.777026
3540.0 0.773018
3550.0 0.771734
3560.0 0.760944
3570.0 0.754069
3580.0 0.743513
3590.0 0.738088
3600.0 0.716069
3610.0 0.707406
3620.0 0.687569
3630.0 0.674538
3640.0 0.664632
3650.0 0.654151
3660.0 0.636409
3670.0 0.623391
3680.0 0.609199
3690.0 0.597857
3700.0 0.580475
3710.0 0.56946
3720.0 0.553716
3730.0 0.534508
3740.0 0.517171
3750.0 0.493469
3760.0 0.468738
3770.0 0.442253
3780.0 0.410697
3790.0 0.377791
3800.0 0.342834
3810.0 0.309076
3820.0 0.27281
3830.0 0.236794
3840.0 0.201566
3850.0 0.168424
3860.0 0.13863
3870.0 0.110847
3880.0 0.0871598
3890.0 0.0666273
3900.0 0.049678
3910.0 0.036107
3920.0 0.0253252
3930.0 0.0172911
3940.0 0.0114419
3950.0 0.0073866
3960.0 0.00454084
3970.0 0.00270686
3980.0 0.00156169
3990.0 0.00086183
4000.0 0.000465218
